Time_UTC,Time_From_Pass_Start_s,Range_km,FSPL_dB,Receive_Antenna_Gain_dBi,EIRP_dBm,Received_Carrier_dBm,System_Temperature_K,Noise_Power_dBm,SNR_dB,EbNo_dB,Raw_Margin_dB,Design_Margin_dB,Usable_Link,Cumulative_Data_MB
13-Jul-2026 13:08:35,0,1415.78152703792,173.743985097618,37.6701122588934,47.5,-97.573872838725,269.643933804342,-106.509748125529,8.93587528680396,9.72768774728021,7.72768774728021,4.72768774728021,1,0
13-Jul-2026 13:08:40,5,1385.67475143201,173.557286343548,37.6701122588934,47.5,-97.3871740846547,269.643933804342,-106.509748125529,9.1225740408743,9.91438650135055,7.91438650135055,4.91438650135055,1,3.125
13-Jul-2026 13:08:45,10,1355.78673795881,173.367887897765,37.6701122588934,47.5,-97.1977756388715,269.643933804342,-106.509748125529,9.31197248665742,10.1037849471337,8.10378494713367,5.10378494713367,1,6.25
13-Jul-2026 13:08:50,15,1326.13318888381,173.175803153534,37.6701122588934,47.5,-97.0056908946409,269.643933804342,-106.509748125529,9.50405723088809,10.2958696913643,8.29586969136434,5.29586969136434,1,9.375
13-Jul-2026 13:08:55,20,1296.73109638813,172.981058781792,37.6701122588934,47.5,-96.8109465228985,269.643933804342,-106.509748125529,9.69880160263051,10.4906140631068,8.49061406310676,5.49061406310676,1,12.5
13-Jul-2026 13:09:00,25,1267.5988800742,172.783697205928,37.6701122588934,47.5,-96.6135849470344,269.643933804342,-106.509748125529,9.89616317849456,10.6879756389708,8.68797563897081,5.68797563897081,1,15.625
13-Jul-2026 13:09:05,30,1238.75647472965,172.583779018932,37.6701122588934,47.5,-96.4136667600387,269.643933804342,-106.509748125529,10.0960813654902,10.8878938259665,8.8878938259665,5.8878938259665,1,18.75
13-Jul-2026 13:09:10,35,1210.22548996665,172.381386187037,37.6701122588934,47.5,-96.2112739281432,269.643933804342,-106.509748125529,10.2984741973857,11.090286657862,9.09028665786198,6.09028665786198,1,21.875
13-Jul-2026 13:09:15,40,1182.02937675061,172.176625671903,37.6701122588934,47.5,-96.0065134130097,269.643933804342,-106.509748125529,10.5032347125192,11.2950471729955,9.29504717299548,6.29504717299548,1,25
13-Jul-2026 13:09:20,45,1154.19355015349,171.969633130792,37.6701122588934,47.5,-95.799520871899,269.643933804342,-106.509748125529,10.71022725363,11.5020397141062,9.50203971410624,6.50203971410624,1,28.125
13-Jul-2026 13:09:25,50,1126.74558345563,171.760577558097,37.6701122588934,47.5,-95.5904652992037,269.643933804342,-106.509748125529,10.9192828263253,11.7110952868016,9.71109528680156,6.71109528680156,1,31.25
13-Jul-2026 13:09:30,55,1099.71537517937,171.549666209378,37.6701122588934,47.5,-95.3795539504846,269.643933804342,-106.509748125529,11.1301941750444,11.9220066355206,9.92200663552063,6.92200663552063,1,34.375
13-Jul-2026 13:09:35,60,1073.13535478931,171.337150331071,37.6701122588934,47.5,-95.1670380721778,269.643933804342,-106.509748125529,11.3427100533512,12.1345225138274,10.1345225138274,7.13452251382742,1,37.5
13-Jul-2026 13:09:40,65,1047.04064176862,171.123331059835,37.6701122588934,47.5,-94.9532188009419,269.643933804342,-106.509748125529,11.5565293245871,12.3483417850634,10.3483417850634,7.34834178506335,1,40.625
13-Jul-2026 13:09:45,70,1021.46925305638,170.908566241469,37.6701122588934,47.5,-94.7384539825757,269.643933804342,-106.509748125529,11.7712941429533,12.5631066034296,10.5631066034296,7.56310660342956,1,43.75
13-Jul-2026 13:09:50,75,996.462300661602,170.693277721671,37.6701122588934,47.5,-94.5231654627773,269.643933804342,-106.509748125529,11.9865826627517,12.7783951232279,10.7783951232279,7.77839512322791,1,46.875
13-Jul-2026 13:09:55,80,972.06414095285,170.47795871917,37.6701122588934,47.5,-94.3078464602769,269.643933804342,-106.509748125529,12.201901665252,12.9937141257283,10.9937141257283,7.99371412572827,1,50
13-Jul-2026 13:10:00,85,948.32254324962,170.263181761657,37.6701122588934,47.5,-94.0930695027633,269.643933804342,-106.509748125529,12.4166786227656,13.2084910832419,11.2084910832419,8.20849108324188,1,53.125
13-Jul-2026 13:10:05,90,925.288820021949,170.049606564628,37.6701122588934,47.5,-93.879494305735,269.643933804342,-106.509748125529,12.630253819794,13.4220662802702,11.4220662802702,8.42206628027023,1,56.25
13-Jul-2026 13:10:10,95,903.017883631527,169.837987295442,37.6701122588934,47.5,-93.6678750365486,269.643933804342,-106.509748125529,12.8418730889803,13.6336855494566,11.6336855494566,8.6336855494566,1,59.375
13-Jul-2026 13:10:15,100,881.568270122462,169.629179278144,37.6701122588934,47.5,-93.4590670192506,269.643933804342,-106.509748125529,13.0506811062784,13.8424935667546,11.8424935667546,8.84249356675462,1,62.5
13-Jul-2026 13:10:20,105,861.002071855229,169.424144199774,37.6701122588934,47.5,-93.2540319408805,269.643933804342,-106.509748125529,13.2557161846485,14.0475286451247,12.0475286451247,9.04752864512474,1,65.625
13-Jul-2026 13:10:25,110,841.384748097906,169.223952974236,37.6701122588934,47.5,-93.0538407153427,269.643933804342,-106.509748125529,13.4559074101863,14.2477198706625,12.2477198706625,9.2477198706625,1,68.75
13-Jul-2026 13:10:30,115,822.784824325196,169.029785726496,37.6701122588934,47.5,-92.859673467603,269.643933804342,-106.509748125529,13.6500746579259,14.4418871184022,12.4418871184022,9.44188711840217,1,71.875
13-Jul-2026 13:10:35,120,805.273426794737,168.842927630598,37.6701122588934,47.5,-92.6728153717051,269.643933804342,-106.509748125529,13.8369327538239,14.6287452143001,12.6287452143001,9.62874521430012,1,75
13-Jul-2026 13:10:40,125,788.923635552233,168.664759617312,37.6701122588934,47.5,-92.4946473584186,269.643933804342,-106.509748125529,14.0151007671104,14.8069132275866,12.8069132275866,9.80691322758662,1,78.125
13-Jul-2026 13:10:45,130,773.809646165237,168.496743054601,37.6701122588934,47.5,-92.3266307957072,269.643933804342,-106.509748125529,14.1831173298217,14.974929790298,12.974929790298,9.97492979029797,1,81.25
13-Jul-2026 13:10:50,135,760.005712655588,168.340397403739,37.6701122588934,47.5,-92.1702851448453,269.643933804342,-106.509748125529,14.3394629806837,15.1312754411599,13.1312754411599,10.1312754411599,1,84.375
13-Jul-2026 13:10:55,140,747.584896422571,168.197270643046,37.6701122588934,47.5,-92.027158384153,269.643933804342,-106.509748125529,14.482589741376,15.2744022018523,13.2744022018523,10.2744022018523,1,87.5
13-Jul-2026 13:11:00,145,736.617618401565,168.068902311309,37.6701122588934,47.5,-91.8987900524154,269.643933804342,-106.509748125529,14.6109580731136,15.4027705335899,13.4027705335899,10.4027705335899,1,90.625
13-Jul-2026 13:11:05,150,727.170049272087,167.956779926208,37.6701122588934,47.5,-91.7866676673151,269.643933804342,-106.509748125529,14.7230804582139,15.5148929186901,13.5148929186901,10.5148929186901,1,93.75
13-Jul-2026 13:11:10,155,719.302438532779,167.862290921967,37.6701122588934,47.5,-91.6921786630733,269.643933804342,-106.509748125529,14.8175694624557,15.6093819229319,13.6093819229319,10.6093819229319,1,96.875
13-Jul-2026 13:11:15,160,713.067408558106,167.786672010523,37.6701122588934,47.5,-91.6165597516297,269.643933804342,-106.509748125529,14.8931883738992,15.6850008343755,13.6850008343755,10.6850008343755,1,100
13-Jul-2026 13:11:20,165,708.508323018498,167.730959397071,37.6701122588934,47.5,-91.5608471381779,269.643933804342,-106.509748125529,14.948900987351,15.7407134478273,13.7407134478273,10.7407134478273,1,103.125
13-Jul-2026 13:11:25,170,705.657894459048,167.695944359784,37.6701122588934,47.5,-91.5258321008905,269.643933804342,-106.509748125529,14.9839160246385,15.7757284851147,13.7757284851147,10.7757284851147,1,106.25
13-Jul-2026 13:11:30,175,704.537043998109,167.682136927649,37.6701122588934,47.5,-91.512024668756,269.643933804342,-106.509748125529,14.997723456773,15.7895359172492,13.7895359172492,10.7895359172492,1,109.375
13-Jul-2026 13:11:35,180,705.15413109135,167.689741360203,37.6701122588934,47.5,-91.5196291013098,269.643933804342,-106.509748125529,14.9901190242192,15.7819314846955,13.7819314846955,10.7819314846955,1,112.5
13-Jul-2026 13:11:40,185,707.504691381493,167.718646748801,37.6701122588934,47.5,-91.5485344899079,269.643933804342,-106.509748125529,14.961213635621,15.7530260960973,13.7530260960973,10.7530260960973,1,115.625
13-Jul-2026 13:11:45,190,711.571582953863,167.768432188409,37.6701122588934,47.5,-91.598319929516,269.643933804342,-106.509748125529,14.911428196013,15.7032406564892,13.7032406564892,10.7032406564892,1,118.75
13-Jul-2026 13:11:50,195,717.325576010059,167.838386584357,37.6701122588934,47.5,-91.6682743254636,269.643933804342,-106.509748125529,14.8414738000654,15.6332862605416,13.6332862605416,10.6332862605416,1,121.875
13-Jul-2026 13:11:55,200,724.726427323554,167.927542234754,37.6701122588934,47.5,-91.7574299758605,269.643933804342,-106.509748125529,14.7523181496685,15.5441306101447,13.5441306101447,10.5441306101447,1,125
13-Jul-2026 13:12:00,205,733.724200673773,168.034717145417,37.6701122588934,47.5,-91.8646048865238,269.643933804342,-106.509748125529,14.6451432390051,15.4369556994814,13.4369556994814,10.4369556994814,1,128.125
13-Jul-2026 13:12:05,210,744.26080076215,168.158563187055,37.6701122588934,47.5,-91.9884509281613,269.643933804342,-106.509748125529,14.5212971973677,15.313109657844,13.313109657844,10.313109657844,1,131.25
13-Jul-2026 13:12:10,215,756.27171953562,168.297617478346,37.6701122588934,47.5,-92.1275052194522,269.643933804342,-106.509748125529,14.3822429060768,15.1740553665531,13.1740553665531,10.1740553665531,1,134.375
13-Jul-2026 13:12:15,220,769.6877083431,168.450351291084,37.6701122588934,47.5,-92.2802390321907,269.643933804342,-106.509748125529,14.2295090933383,15.0213215538145,13.0213215538145,10.0213215538145,1,137.5
13-Jul-2026 13:12:20,225,784.436373421185,168.61521473362,37.6701122588934,47.5,-92.4451024747267,269.643933804342,-106.509748125529,14.0646456508022,14.8564581112785,12.8564581112785,9.8564581112785,1,140.625
13-Jul-2026 13:12:25,230,800.443742301833,168.790676544534,37.6701122588934,47.5,-92.6205642856407,269.643933804342,-106.509748125529,13.8891838398883,14.6809963003645,12.6809963003645,9.68099630036451,1,143.75
13-Jul-2026 13:12:30,235,817.63554770331,168.975255563232,37.6701122588934,47.5,-92.8051433043388,269.643933804342,-106.509748125529,13.7046048211901,14.4964172816664,12.4964172816664,9.49641728166639,1,146.875
13-Jul-2026 13:12:35,240,835.938302169199,169.167544765317,37.6701122588934,47.5,-92.997432506424,269.643933804342,-106.509748125529,13.512315619105,14.3041280795813,12.3041280795813,9.30412807958126,1,150
13-Jul-2026 13:12:40,245,855.280277303404,169.366229416511,37.6701122588934,47.5,-93.1961171576174,269.643933804342,-106.509748125529,13.3136309679116,14.1054434283878,12.1054434283878,9.10544342838781,1,153.125
13-Jul-2026 13:12:45,250,875.592168842644,169.570097642605,37.6701122588934,47.5,-93.3999853837116,269.643933804342,-106.509748125529,13.1097627418174,13.9015752022936,11.9015752022936,8.90157520229362,1,156.25
13-Jul-2026 13:12:50,255,896.80757203923,169.778045599409,37.6701122588934,47.5,-93.6079333405153,269.643933804342,-106.509748125529,12.9018147850137,13.6936272454899,11.6936272454899,8.69362724548992,1,159.375
13-Jul-2026 13:12:55,260,918.863413927717,169.989079463851,37.6701122588934,47.5,-93.8189672049581,269.643933804342,-106.509748125529,12.6907809205709,13.4825933810471,11.4825933810471,8.48259338104713,1,162.5
13-Jul-2026 13:13:00,265,941.700128783799,170.202312865805,37.6701122588934,47.5,-94.0322006069121,269.643933804342,-106.509748125529,12.4775475186169,13.2693599790931,11.2693599790931,8.26935997909314,1,165.625
13-Jul-2026 13:13:05,270,965.26171714133,170.416961912598,37.6701122588934,47.5,-94.2468496537047,269.643933804342,-106.509748125529,12.2628984718243,13.0547109323006,11.0547109323006,8.05471093230056,1,168.75
13-Jul-2026 13:13:10,275,989.495838646605,170.632339711722,37.6701122588934,47.5,-94.4622274528291,269.643933804342,-106.509748125529,12.0475206726999,12.8393331331761,10.8393331331761,7.83933313317612,1,171.875
13-Jul-2026 13:13:15,280,1014.35369873916,170.847848612625,37.6701122588934,47.5,-94.6777363537319,269.643933804342,-106.509748125529,11.8320117717971,12.6238242322733,10.6238242322733,7.62382423227333,1,175
13-Jul-2026 13:13:20,285,1039.7899666172,171.06297271801,37.6701122588934,47.5,-94.8928604591166,269.643933804342,-106.509748125529,11.6168876664123,12.4087001268886,10.4087001268886,7.40870012688859,1,178.125
13-Jul-2026 13:13:25,290,1065.76257298752,171.277269565505,37.6701122588934,47.5,-95.1071573066118,269.643933804342,-106.509748125529,11.4025908189172,12.1944032793935,10.1944032793935,7.19440327939347,1,181.25
13-Jul-2026 13:13:30,295,1092.23262510951,171.490363165909,37.6701122588934,47.5,-95.3202509070155,269.643933804342,-106.509748125529,11.1894972185135,11.9813096789897,9.9813096789897,6.9813096789897,1,184.375
13-Jul-2026 13:13:35,300,1119.16418133256,171.701936313198,37.6701122588934,47.5,-95.5318240543042,269.643933804342,-106.509748125529,10.9779240712247,11.769736531701,9.769736531701,6.769736531701,1,187.5
13-Jul-2026 13:13:40,305,1146.52401829781,171.911723411713,37.6701122588934,47.5,-95.7416111528198,269.643933804342,-106.509748125529,10.7681369727092,11.5599494331854,9.55994943318543,6.55994943318543,1,190.625
13-Jul-2026 13:13:45,310,1174.28152602023,172.119504840495,37.6701122588934,47.5,-95.9493925816015,269.643933804342,-106.509748125529,10.5603555439275,11.3521680044037,9.35216800440375,6.35216800440375,1,193.75
13-Jul-2026 13:13:50,315,1202.40847832451,172.325100866587,37.6701122588934,47.5,-96.1549886076932,269.643933804342,-106.509748125529,10.3547595178357,11.146571978312,9.14657197831198,6.14657197831198,1,196.875
13-Jul-2026 13:13:55,320,1230.87880920339,172.528366168392,37.6701122588934,47.5,-96.3582539094985,269.643933804342,-106.509748125529,10.1514942160305,10.9433066765067,8.94330667650672,5.94330667650672,1,200
13-Jul-2026 13:14:00,325,1259.66852681834,172.729185839962,37.6701122588934,47.5,-96.5590735810683,269.643933804342,-106.509748125529,9.95067454446067,10.7424870049369,8.74248700493692,5.74248700493692,1,203.125
13-Jul-2026 13:14:05,330,1288.75550810893,172.927470958744,37.6701122588934,47.5,-96.757358699851,269.643933804342,-106.509748125529,9.75238942567793,10.5442018861542,8.54420188615418,5.54420188615418,1,206.25
13-Jul-2026 13:14:10,335,1318.11930348096,173.123154673482,37.6701122588934,47.5,-96.9530424145886,269.643933804342,-106.509748125529,9.55670571094035,10.3485181714166,8.3485181714166,5.3485181714166,1,209.375
