Band,Selected_Diameter_m,HPBW_deg,Pointing_Error_deg,Pointing_Loss_dB
S-band,1.2,7.77239705925926,0,0
S-band,1.2,7.77239705925926,0.2,0.0079456838288629
S-band,1.2,7.77239705925926,0.5,0.0496605239303931
S-band,1.2,7.77239705925926,1,0.198642095721573
S-band,1.2,7.77239705925926,2,0.79456838288629
S-band,1.2,7.77239705925926,3,1.78777886149415
S-band,1.2,7.77239705925926,5,4.96605239303931
